id,collection,sector,slug,scope,risk,file,source,license
50-creative-media-culture-arts-culture-heritage-sector-expert,50-creative-media-culture,"Arts, Culture and Heritage",arts-culture-heritage,"visual and performing arts, museums, archives, conservation and cultural programs",medium,prompts/50-creative-media-culture/arts-culture-heritage/sector-expert.md,original,CC0-1.0
50-creative-media-culture-fashion-beauty-sector-expert,50-creative-media-culture,Fashion and Beauty,fashion-beauty,"design, merchandising, styling, cosmetics, trend research and brand communication",medium,prompts/50-creative-media-culture/fashion-beauty/sector-expert.md,original,CC0-1.0
50-creative-media-culture-events-entertainment-sector-expert,50-creative-media-culture,Events and Entertainment,events-entertainment,"concepts, programming, production, logistics, audience experience and evaluation",medium,prompts/50-creative-media-culture/events-entertainment/sector-expert.md,original,CC0-1.0
50-creative-media-culture-gaming-esports-sector-expert,50-creative-media-culture,Gaming and Esports,gaming-esports,"game strategy, teams, tournaments, communities, broadcasting and performance",medium,prompts/50-creative-media-culture/gaming-esports/sector-expert.md,original,CC0-1.0
60-public-society-government-public-administration-sector-expert,60-public-society,Government and Public Administration,government-public-administration,"policy, public services, administration, procurement, records and accountability",high,prompts/60-public-society/government-public-administration/sector-expert.md,original,CC0-1.0
60-public-society-public-policy-regulation-sector-expert,60-public-society,Public Policy and Regulation,public-policy-regulation,"problem definition, policy options, impact assessment, consultation and implementation",medium,prompts/60-public-society/public-policy-regulation/sector-expert.md,original,CC0-1.0
60-public-society-law-justice-sector-expert,60-public-society,Law and Justice,law-justice,"legal research, case preparation, court administration, access to justice and legal education",high,prompts/60-public-society/law-justice/sector-expert.md,original,CC0-1.0
60-public-society-defence-national-security-sector-expert,60-public-society,Defence and National Security,defence-national-security,"strategy, readiness, logistics, resilience, analysis and responsible oversight",high,prompts/60-public-society/defence-national-security/sector-expert.md,original,CC0-1.0
60-public-society-emergency-management-public-safety-sector-expert,60-public-society,Emergency Management and Public Safety,emergency-management-public-safety,"prevention, preparedness, response, recovery and public communication",high,prompts/60-public-society/emergency-management-public-safety/sector-expert.md,original,CC0-1.0
60-public-society-international-relations-diplomacy-sector-expert,60-public-society,International Relations and Diplomacy,international-relations-diplomacy,"geopolitics, negotiation, treaties, country analysis and diplomatic communication",medium,prompts/60-public-society/international-relations-diplomacy/sector-expert.md,original,CC0-1.0
60-public-society-international-development-humanitarian-sector-expert,60-public-society,International Development and Humanitarian Action,international-development-humanitarian,"needs, programs, monitoring, localization, protection and aid coordination",medium,prompts/60-public-society/international-development-humanitarian/sector-expert.md,original,CC0-1.0
60-public-society-ngo-nonprofit-philanthropy-sector-expert,60-public-society,"NGO, Nonprofit and Philanthropy",ngo-nonprofit-philanthropy,"mission, programs, fundraising, volunteers, grants, governance and impact",medium,prompts/60-public-society/ngo-nonprofit-philanthropy/sector-expert.md,original,CC0-1.0
60-public-society-social-work-community-sector-expert,60-public-society,Social Work and Community Services,social-work-community,"case coordination, safeguarding, referrals, community needs and program delivery",medium,prompts/60-public-society/social-work-community/sector-expert.md,original,CC0-1.0
60-public-society-religious-community-organizations-sector-expert,60-public-society,Religious and Community Organizations,religious-community-organizations,"programs, education, pastoral care, volunteers, governance and interfaith work",medium,prompts/60-public-society/religious-community-organizations/sector-expert.md,original,CC0-1.0
60-public-society-labor-employment-workforce-sector-expert,60-public-society,"Labor, Employment and Workforce",labor-employment-workforce,"labor markets, workplace policy, skills, worker support and industrial relations",medium,prompts/60-public-society/labor-employment-workforce/sector-expert.md,original,CC0-1.0
60-public-society-urban-rural-regional-development-sector-expert,60-public-society,"Urban, Rural and Regional Development",urban-rural-regional-development,"land use, mobility, housing, infrastructure, communities and regional economies",medium,prompts/60-public-society/urban-rural-regional-development/sector-expert.md,original,CC0-1.0
60-public-society-extraterritorial-organizations-sector-expert,60-public-society,International and Extraterritorial Organizations,extraterritorial-organizations,"multilateral governance, programs, protocols, reporting and cross-border coordination",medium,prompts/60-public-society/extraterritorial-organizations/sector-expert.md,original,CC0-1.0
70-world-industries-isic-agriculture-forestry-fishing-industry-sector-expert,70-world-industries-isic,"ISIC A — Agriculture, Forestry and Fishing",agriculture-forestry-fishing-industry,"crop and animal production, forestry, fishing, aquaculture and supporting services",medium,prompts/70-world-industries-isic/agriculture-forestry-fishing-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-mining-quarrying-industry-sector-expert,70-world-industries-isic,ISIC B — Mining and Quarrying,mining-quarrying-industry,"resource exploration, extraction, quarrying, oil and gas, safety and closure",medium,prompts/70-world-industries-isic/mining-quarrying-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-manufacturing-industry-sector-expert,70-world-industries-isic,ISIC C — Manufacturing,manufacturing-industry,"product and process engineering, factories, production, quality, maintenance and supply networks",medium,prompts/70-world-industries-isic/manufacturing-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-utilities-energy-industry-sector-expert,70-world-industries-isic,"ISIC D — Electricity, Gas, Steam and Air Conditioning Supply",utilities-energy-industry,"generation, networks, dispatch, safety, markets and customer operations",medium,prompts/70-world-industries-isic/utilities-energy-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-water-waste-remediation-industry-sector-expert,70-world-industries-isic,"ISIC E — Water, Sewerage, Waste and Remediation",water-waste-remediation-industry,"water services, wastewater, waste, recycling, pollution control and remediation",medium,prompts/70-world-industries-isic/water-waste-remediation-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-construction-industry-sector-expert,70-world-industries-isic,ISIC F — Construction,construction-industry,"buildings, civil works, estimating, contracts, site delivery, safety and handover",medium,prompts/70-world-industries-isic/construction-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-wholesale-retail-industry-sector-expert,70-world-industries-isic,ISIC G — Wholesale and Retail Trade,wholesale-retail-industry,"merchandising, channels, stores, e-commerce, inventory, pricing and customer service",medium,prompts/70-world-industries-isic/wholesale-retail-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-transport-storage-industry-sector-expert,70-world-industries-isic,ISIC H — Transportation and Storage,transport-storage-industry,"road, rail, sea, air, warehousing, postal, logistics, safety and fleet operations",medium,prompts/70-world-industries-isic/transport-storage-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-hospitality-food-service-industry-sector-expert,70-world-industries-isic,ISIC I — Accommodation and Food Service,hospitality-food-service-industry,"hotels, lodging, restaurants, catering, guest experience, food safety and revenue",medium,prompts/70-world-industries-isic/hospitality-food-service-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-publishing-broadcast-content-industry-sector-expert,70-world-industries-isic,"ISIC J — Publishing, Broadcasting and Content Distribution",publishing-broadcast-content-industry,"publishing, broadcasting, film, audio, distribution, rights and audiences",medium,prompts/70-world-industries-isic/publishing-broadcast-content-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-telecom-computing-information-industry-sector-expert,70-world-industries-isic,"ISIC K — Telecom, Computing and Information Services",telecom-computing-information-industry,"telecommunications, programming, consultancy, infrastructure, platforms and information services",medium,prompts/70-world-industries-isic/telecom-computing-information-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-finance-insurance-industry-sector-expert,70-world-industries-isic,ISIC L — Financial and Insurance Activities,finance-insurance-industry,"banking, investments, insurance, payments, risk, compliance and customer operations",medium,prompts/70-world-industries-isic/finance-insurance-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-real-estate-industry-sector-expert,70-world-industries-isic,ISIC M — Real Estate Activities,real-estate-industry,"development, brokerage, leasing, valuation, facilities, investment and property operations",medium,prompts/70-world-industries-isic/real-estate-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-professional-scientific-technical-industry-sector-expert,70-world-industries-isic,"ISIC N — Professional, Scientific and Technical Activities",professional-scientific-technical-industry,"legal, accounting, consulting, architecture, engineering, R&D, advertising and veterinary services",medium,prompts/70-world-industries-isic/professional-scientific-technical-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-administrative-support-industry-sector-expert,70-world-industries-isic,ISIC O — Administrative and Support Services,administrative-support-industry,"rental, staffing, travel agencies, security, facilities, office and business support",medium,prompts/70-world-industries-isic/administrative-support-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-public-administration-defence-industry-sector-expert,70-world-industries-isic,ISIC P — Public Administration and Defence,public-administration-defence-industry,"government administration, public policy, defence and compulsory social security",medium,prompts/70-world-industries-isic/public-administration-defence-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-education-industry-sector-expert,70-world-industries-isic,ISIC Q — Education,education-industry,"early years, schools, vocational, higher education, tutoring and education support",medium,prompts/70-world-industries-isic/education-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-health-social-work-industry-sector-expert,70-world-industries-isic,ISIC R — Human Health and Social Work,health-social-work-industry,"hospitals, clinics, care, social work, residential and community services",medium,prompts/70-world-industries-isic/health-social-work-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-arts-sports-recreation-industry-sector-expert,70-world-industries-isic,"ISIC S — Arts, Sports and Recreation",arts-sports-recreation-industry,"creative arts, libraries, museums, sports, recreation, attractions and gaming",medium,prompts/70-world-industries-isic/arts-sports-recreation-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-other-services-industry-sector-expert,70-world-industries-isic,ISIC T — Other Service Activities,other-services-industry,"membership organizations, repair, personal services and community activities",medium,prompts/70-world-industries-isic/other-services-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-household-employer-own-use-industry-sector-expert,70-world-industries-isic,ISIC U — Household Employer and Own-Use Activities,household-employer-own-use-industry,domestic employment and household production of goods and services for own use,medium,prompts/70-world-industries-isic/household-employer-own-use-industry/sector-expert.md,original,CC0-1.0
70-world-industries-isic-international-bodies-industry-sector-expert,70-world-industries-isic,ISIC V — Extraterritorial Organizations and Bodies,international-bodies-industry,"international organizations, missions, multilateral institutions and related administration",medium,prompts/70-world-industries-isic/international-bodies-industry/sector-expert.md,original,CC0-1.0
